review_id,review_text,aspect,sentiment
RVW_04658,"Udah sampai, dapet decant California club😍",No Aspect,None
RVW_04661,akhirnya dapat monro 100ml yang susah dicari,No Aspect,None
RVW_04665,Alhamdulillah sdh mendarat dengan selamat,No Aspect,None
RVW_04667,Kualitas produk: The best,No Aspect,None
RVW_04669,Alhamdulillah sudah sampe dengan selamat,No Aspect,None
RVW_04670,Bagus dan antara👉❗👈 sebabnya kalau,No Aspect,None
RVW_04671,"sabar adalah koechii, this is king monrooo",No Aspect,None
RVW_04674,bagus tapi ga hoki dapat decant nya wkwkw,No Aspect,None
RVW_04675,"mantap udah sampe,tapi belum aku unboxing",No Aspect,None
RVW_04694,Pertama kali tau parfum ini karna banyak yang war dan stocknya gampang sold jadi ga tertarik eh ternyata ponakan ku pengen jadinya ikutan war mana susah banget😭💔 sekarang ketagihan malah udah punya 2 (satunya beli di reseller karna ga dapet pas war di live),No Aspect,None
RVW_04698,Kualitas produk: Barang aman sampe tujuan dan gak nyesel pesen utopia,No Aspect,None
RVW_04699,"Original, lama nunggu resto nya susah Min, semoga utopia akan terus adaaa yaa soalnya aku fans Utopia garis keras😚😁🤭",No Aspect,None
RVW_04711,Parfum andalan terlope lope pkoknya dah❤️,No Aspect,None
RVW_04716,Makasih seller 💯😍👍,No Aspect,None
RVW_04736,Barang diterima dalam keadaan baik dan cukup. Seller amanah dan ramah.,No Aspect,None
RVW_04758,barang aman no lecet di kasih decant down to earth,No Aspect,None
RVW_04759,"Uthopia my pavorite parfum dari mkonos,thankyou😇😇",No Aspect,None
RVW_04762,akhirnyaaaa punya full bottle nya utopiaaa🥰😍😍😍,No Aspect,None
RVW_04763,"akhirnya sampe jugaaa setelah pre order hampir sebulan, akhirnya kesampean punya utopia🥹🥹🥹🫶🏼🫶🏼🫶🏼",No Aspect,None
RVW_04764,Akhirnya yang ditunggu” tiba dengan selamattt🤗🤗🤗,No Aspect,None
RVW_04795,"SUKAAA, awalnya beli yg 15 ml,dan pas abis langsung co yg 100 ml 🤤🤤.tp sedih sii gaada yg 50 ml,kan biar bisa dibawa kemana manaa🫠🫠,dapet tester yg coconut dream nya jugaa,thankss",No Aspect,None
RVW_04833,Kualitas produk: Bagus banget 🥰❤️👍 Parfum yg ukuran 100 ml ku akhir nya dateng juga hahaa🤭👍,No Aspect,None
RVW_04864,"Barang telah sampai dengan selamat termasuk kurir, barang sesuai deskripsi",No Aspect,None
RVW_04865,Pengiriman cukup cepat respon seller bagus Kualitas produk: Baik,No Aspect,None
RVW_04867,"Produk yang dipesan sampai dengan sesuai dan original, sangat bagus",No Aspect,None
RVW_04868,Mantappppp akhirnya punyaaaaa😍,No Aspect,None
RVW_04872,"Sudah diterima sesuai pesanan, cuma free decant nya itu2 aja di aku jarang banget dpt decant yg varian2 best seller nya",No Aspect,None
RVW_04875,"po nya lumayan lama min tapi gapapa, produk datang dengan kondisi baik, dan kurirnya juga ramah dapet decant 3,5 nya juga sangat baik",No Aspect,None
RVW_04893,bener bener sesuai dengan ekspektasi gausah di raguinn lagi kalau parfum dari mykonos engga ada yang gagal,No Aspect,None
RVW_04899,"Selalu mantau mykonos brharap cepet restock utopia, pas restock aku langsung co akhirnya yg ditunggu2 nyampe jugaa 😭🥰😇 mana dikasih bonus tester inception lagi baik bangett..",No Aspect,None
RVW_04903,Sampe dengan selamat lebih cepat sampai dari perkiraan,No Aspect,None
RVW_04905,"padahal keterangannya 14hari kerja po nya, tp belom jg seminggu dah sampe kerumah🥹🫶🫶 love bgt",No Aspect,None
RVW_04909,"😍😍😍 Dapet bonus juga, walaupun mungil tapi mksh",No Aspect,None
RVW_04910,Produk ori. Harga promo. Pengiriman cepet. Admin gercep. Thx seller..🤗💖 Kualitas produk: Numero uno☝️,No Aspect,None
RVW_04928,👍👍👍👍 Kualitas produk: Mantappp .......,No Aspect,None
RVW_04940,sicantik favorite sudah mendarat dengan aman💚 secinta itu sm utopia btw ini botol ke 4 yuhuuuu,No Aspect,None
RVW_04942,"Pengiriman sampai dengan aman, kualitas barang bagus, Terimakasih",No Aspect,None
RVW_04950,"Kualitas produk: Mantap banget, untung dah kebagian stock baru",No Aspect,None
RVW_04952,Ok bgt pkoknya. Admin mykonos jg tk pernah salah kirim brang seperti yg laen. Ttp repet order disini original dan tdk mengecewakan. 5 bintang.,No Aspect,None
RVW_04954,Terimakasih yg ditunggu datang my favorit utopia,No Aspect,None
RVW_04958,"Sudah diterima sesuai pesanan, tolong ksh free decant nya yg varian2 best seller nya donk minko",No Aspect,None
RVW_04960,Cepet bgt sampenya tau2 ada info paker sudah diterima best lah,No Aspect,None
RVW_04961,"Mantap min baru semalem proses, paginya udah nyampe",No Aspect,None
RVW_04962,Kualitas produk: Udah lama nunggu restock utopia my fav mykonos,No Aspect,None
RVW_04963,Pket sdh smpe dgn aman dan baik🙏terima kasih seller dan abang kurir tiktok🙏,No Aspect,None
RVW_04965,"Po sekian lama Akhirnya datang juga, ,, dpt bonusnya enchanted",No Aspect,None
RVW_04966,"Sekian purnama endingnya dapet juga walau po, Makasih banyak sudah dikirimkan, semoga selalu sukses usahanya",No Aspect,None
RVW_04967,Parfum fav aku bgttt akhirny setelah sekian lama gaib🤍🤍,No Aspect,None
RVW_04973,"Botol ke 4, dan sekarang lagi nunggu yang royal ispahan datang 🫰🏻",No Aspect,None
RVW_04974,BELI BELI BELI BELI BELI BELU BELI SMUA HRUS BELI,No Aspect,None
RVW_04978,finally sampai ditanganku jg si utopia ini🤏❤️,No Aspect,None
RVW_04983,"• Barang sesuai Pesanan 📦 • Barang Real Pic 📸 • Pengiriman Cepat🚀 • Pengemasan Aman🔒 • Sellernya Ramah Dalam Berkomunikasi • Fast Respon💨 • Quality Barang Oke ✅ • Recomended Seller🏅 • Order Now👍 Overall Oke, Goodjob Mykonos👍😇 Kualitas produk: Sangat Baik",No Aspect,None
RVW_04993,"Gemess , d kasih bonus lagi hhi terimaKasih",No Aspect,None
RVW_05004,terbayarkan rasa penasaranku next coba yg royal ispahan 🌸,No Aspect,None
RVW_05005,"Terimakasih barangnya sudah sampai Dikira sampainy bulan september karena PO ternyata PO nya ga sampai september sudah sampai,malah masih bulan agustus Terimakasih seller Cepat banget sampainya Pembelian pertama Semoga nanti bisa beli lagi dgn varian yg sama atau berbeda Makasih yaw",No Aspect,None
RVW_05024,finally setelah sekian lama akhirnya datang juga pink drops by mykonos.jujur melebihi expect saya sebagai customer yang baru pertama kali belanja disini,No Aspect,None
RVW_05034,Kualitas produk: Bagus,No Aspect,None
RVW_05050,"Kualitas produk: Baik Paket sudah diterima, komplit paket dropnya. Bonus viapnya Penthouse. Terimakasih Mykonos.🩷🩷🩷",No Aspect,None
RVW_05051,"Parfume favorit akuuu, and dapet gift sansa. Thank you so much",No Aspect,None
RVW_05066,Kualitas produk: mantap,No Aspect,None
RVW_05113,Kualitas produk: cocok buat cwe dan rekomen banget dan dapet decant juga makasih min,No Aspect,None
RVW_05158,Kualitas produk: Bagusss Dtg dengan selamat 🥳 Tp ko warna agak bening yaa liat smpe pada kyk teh apa karna masih. Baru 🥹,No Aspect,None
RVW_05169,Paketnya udah dateng barang sesuai pesanan makasih kakkk,No Aspect,None
RVW_05171,"good, pesanannya sedikit ada problem but its okaay, thank u kak",No Aspect,None
RVW_05173,bagus bangett💗💗💗dapet decant nya juga makasii,No Aspect,None
RVW_05190,Mantep dah pokoknya mah gitu aja,No Aspect,None
RVW_05198,mantap barang sampe dalam keadaan aman +cepet banget sampe nya,No Aspect,None
RVW_05199,Senang bgt paketnyaa cepet sampe + dikasih decant jugaaaa pokoknya kalo abis bakal beli disini lagiii😭💞💞💞💞,No Aspect,None
RVW_05209,Barang nya bagus cepet sampe dan dapet viral farfum myego nya juga makasih mykonos,No Aspect,None
RVW_05214,"dikira nya PO nya bakal lama, ternyata cuma 2 hari aja, 3 hari udh diterima.🙌🏻😍",No Aspect,None
RVW_05217,walaupun po tapi puas bgt + dapet sample lagi😍❤️,No Aspect,None
RVW_05219,"Kemarin beli cafe drop juga 2pcs tapi gadapt vial sama sekali , pas beli pink drops ini dpt vial 2 . Beberapa kali beli mykonos selalu dpt vial sedangan pas cafe drops ga dpt",No Aspect,None
RVW_05220,Kualitas produk: bagus ih keren bintang lima pokoknya,No Aspect,None
RVW_05224,Kualitas produk: bagus lengkap dan sesuai pesanan,No Aspect,None
RVW_05225,Belum di buka karna buat ponakan tapi saya udah tau wanginya,No Aspect,None
RVW_05227,Belum tau wanginya krna blm di coba 😅 Dpt decant penthouse sma sparkling rose..,No Aspect,None
RVW_05228,thank u dpt free nya parfume royal ispahann yng minii😍,No Aspect,None
RVW_05230,baguss bangettt langganan di aijoo❤️❤️❤️,No Aspect,None
RVW_05232,Thanks minko paket dah tiba dapet free conquer.. Kapan nih conquer reastock?????,No Aspect,None
RVW_05237,Ketuk pada klip untuk menempelnya pada kotak teks.Ketuk pada klip untuk menempelnya pada kotak teks.Ketuk pada klip untuk menempelnya pada kotak teks.,No Aspect,None
RVW_05238,Mantap dpt yang mungil lagi grtis 🥰🥰😘,No Aspect,None
RVW_05242,Barang sesuai dan dapat tester california. Makasih kaa,No Aspect,None
RVW_05255,Very Good & Very Nice.,No Aspect,None
RVW_05257,Mantap pokoknya dapat tambahan decant juga,No Aspect,None
RVW_05292,Siapppp....mendarat dg selamat n makasih decant pink dropnya kk,No Aspect,None
RVW_05300,Kualitas produk: biar bintang yg bicara thaks tester nya 😍,No Aspect,None
RVW_05301,Pokok nya ini parfum idola aq bet dah.,No Aspect,None
RVW_05306,"barang nya cepat nyampe, terimakasih juga udah di kasih bonus",No Aspect,None
RVW_05307,Finally Calif Blue 100 ml mendarat dengan aman. Love it ❤️🫶,No Aspect,None
RVW_05308,"This is it bro,california blue 100 ml akhirnya dapet juga,gacor",No Aspect,None
RVW_05309,"Produk bagus, barang asli sesuqi",No Aspect,None
RVW_05312,"Beli karena mamisa sama papimo🥰😂, dapat Sempel juga🫶",No Aspect,None
RVW_05313,Barang sampai dengan cepat dan aman 👍👍👍,No Aspect,None
RVW_05315,"mantap pengiriman cepat, rapi dan terlindungi",No Aspect,None
RVW_05317,Kualitas produk: Sangat baik,No Aspect,None
RVW_05328,"Productnya bagus cuma susah dapetinnya harus nge war segala, strategi marketing nya aja yg bikin penasaran.",No Aspect,None
RVW_05342,"Akhirnya kesampean beli nih parfume. Karena penasaran sama yang di omongin konten kreator. Cuma kalo cek etalase pasti kosong stoknya, akhirnya dapet juga",No Aspect,None
RVW_05350,"pengiriman tepat waktu, dan produk tidak ada yang lecet sama sekali👍🏻👍🏻",No Aspect,None
RVW_05360,"Kualitas produk: Jelas Original Belum di Unboxing Mantap, pengiriman sedikit lumayan lama tapi tidak sampai 14hari ++ Seperti Dreamscape Kemarin",No Aspect,None
RVW_05368,"Mantap, akhirnya dapet juga, dapet bonus monro juga",No Aspect,None
RVW_05373,"segelnya blm dibuka karna mau saya jual lagi, smoga aja dalemnya aman dan ga kenapa kenapa, adminnya juga fast respon dan ramah, tengkyu mykonos",No Aspect,None
RVW_05381,"Kualitas produk: Asli, yang dinanti nanti setelah 1 minggu lebih PO🔥",No Aspect,None
RVW_05390,Kerennyaaaaa cepet banget nyampenya dikasih testeran juga anjaiii 🔥🔥🔥,No Aspect,None
RVW_05392,"Hasil nge war..susah beud mo beli ampe jrs war sgala, knapa sih My konos gak skaligus produksi yg bnyk skalian..biar gk ghoib2 an",No Aspect,None
RVW_05393,Kualitas produk: Nice banget dan hoki dapet decant inception,No Aspect,None
RVW_05394,"Paketnya aman walau kemrin was² karna ekspedisi nya gk update², ternyata diputerin dulu ke luar pulau",No Aspect,None
RVW_05396,Belum dicoba,No Aspect,None
RVW_05398,"mau bilang makasih sama mykonos yg udah undang mora di live nya, senang banget ini perdana mora live bareng ditambah juga raisa baru pertama live kaya gini, makasih ya mykonos udh bikin hari senin aku indah banget! semoga bisa live bareng lagi ya🥺bisa kali mora jdi BA hehe, SALAM WARGA PIYIK💙🐥",No Aspect,None
RVW_05399,Kualitas produk: Baguss bangett,No Aspect,None
RVW_05401,cepat banget sampe nya cuma 2 hari walaupun po,No Aspect,None
RVW_05403,mantaps,No Aspect,None
RVW_05414,"Alhamdulillah dapat hasil war, dapat 2 lagi",No Aspect,None
RVW_05415,Kualitas produk: Ketagihan sama calif blue,No Aspect,None
RVW_05421,"mantap sekaliii ,gacorrr",No Aspect,None
RVW_05430,Kualitas produk: mantap,No Aspect,None
RVW_05448,"Mantep bett, walau menunggu 10 hari",No Aspect,None
RVW_05449,"cepet jg pengirimanny, 👌👌👌",No Aspect,None
RVW_05460,"Kualitas produk: Mantaps banget dah, lain kali mau nyoba wangi yang lain",No Aspect,None
RVW_05483,"mantap!!! saya suka parfum ini, kedua kalinya beli di toko ini",No Aspect,None
RVW_05487,Mantap mykonos terimakasih testernya,No Aspect,None
RVW_05490,"Barang sudah sampai dengan aman dan selamat.... baru pertama kali beli parfum di mykonos..... ,,aku kira tadi PO.nya seminggu/10 harian, ternyata cuman 3/4 harian udh sampai... wah.. mantap... semoga cocok..",No Aspect,None
RVW_05492,"Pengiriman cepat, parfum tiba dengan selamat,sesuai dengan keinginan deh pokoknya, next time gua order lagi klo udah habis😁😁👍👍👍",No Aspect,None
RVW_05498,"Product quality: sangat bagus, aman tersegel dan pastinya ori brooo dan makasi dapet free decant jugaa",No Aspect,None
RVW_05525,"Barang sampai dengan selamat, bonus decant cafe drops",No Aspect,None
RVW_05527,"Barang baru saya terima, dapat dpt tester juga,,,,mykonos memang...👍",No Aspect,None
RVW_05528,Kualitas produk: mantap akhirnya yang ditunggu tunguuu,No Aspect,None
RVW_05529,Jangan ditanya lah ya klo parfume dari mykonos😋🔥 Btw makasih min dikasih bonus decant😁,No Aspect,None
RVW_05533,"Geloo sampe rumah dalam 4 hari, respek tim mykonos 🔥, inceran tahun lalu akhirnya sampai ditangann 😋",No Aspect,None
RVW_05535,Sesuai dengan harapan barang sampai dengan selamat,No Aspect,None
RVW_05536,Tq tq mykonos dikasih decant invade juga Next coba varian yg lain,No Aspect,None
RVW_05537,Emang ga salah parfum dari mykonos yg satu ini 🔥🔥🔥,No Aspect,None
RVW_05538,beli mykonos calif blue gara gara mora😭🫰🏻 makasiii min ditunggu next project bareng mora lagi💗,No Aspect,None
RVW_05540,Jos...............,No Aspect,None
RVW_05542,"pembelian botol kedua, mantapp,buat olahraga behh oke juga.",No Aspect,None
RVW_05544,"barang sesuai, dan admin nya baik bisa request pengiriman nya di percepat 2 hari nyampe",No Aspect,None
RVW_05551,Kualitas produk: kualitas produk sangat bagus ini pembelian kedua,No Aspect,None
RVW_05552,"po satu bulan tapi kurang dari seminggu sudah sampai, best lah gapernah nyesel juga beli variant calif blue",No Aspect,None
RVW_05555,"Kualitas produk: Bagus Sesuai pesanan, walaupun pengiriman agak lama",No Aspect,None
RVW_05556,mantap Kualitas produk: sangat bagus dan aman aman juga buat di blind buy,No Aspect,None
RVW_05560,Sudah diterima.. pengiriman aman.. Terima kasih..,No Aspect,None
RVW_05565,Barang diterima sesuai pesanan... Parfumnya mantap..,No Aspect,None
RVW_05567,"nice produk,pengiriman juga cepat, sprayer juga bagus",No Aspect,None
RVW_05568,Baru pertama kali coba parfum mykonos langsung jatuh cinta the besttt Mykonos!,No Aspect,None
RVW_05572,Mantap parfumnya sangat mantap aku kasih bintang 5 karna sesuai mantap jos lain kali pesan disini lagi deh maiconos memang mamtap,No Aspect,None
RVW_05573,Kualitas produk: Sangat Bagus Makasih buat bonusnya :),No Aspect,None
RVW_05574,"Kualitas produk: Sangat okeii, tidak ada kerusakan sedikit pun",No Aspect,None
